"","square_meters","bathrooms_number","lift","rooms_number","other_features","availability","condominium_fees","year_of_construction","conditions","floor","heating_centralized","selling_price","binary_car_parking","Macro_zone","score_feature"
"1418",150,"2","yes","3","optic fiber | video entryphone | alarm system | security door | full day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","unknown",185,1960,"excellent / refurbished",0,"independent",750000,"yes","Esterno",6.562
"1419",128,"2","yes","4","electric gate | optic fiber | video entryphone | security door | external exposure | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc","not available yet",129,2010,"excellent / refurbished",5,"central",565000,"no","Esterno",9.874
"1420",42,"1","yes","1","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | centralized tv system | cellar | window frames in double glass / pvc","available",24,1960,"new / under construction",4,"central",324000,"yes","Centro_Storico",8.057
"1421",145,"2","yes","5+","electric gate | attic | optic fiber | video entryphone | security door | balcony | full day concierge","available",198,1960,"good condition / liveable",1,"central",620000,"no","Esterno",6.83
"1422",70,"1","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | centralized tv system | cellar | window frames in triple glass / pvcdouble exposure","available",332,2022,"new / under construction",1,"independent",360000,"no","Esterno",9.143
"1423",205,"2","no","4","hydromassage | electric gate | fireplace | tavern | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | half-day concierge | centralized tv system | furnished | cellar | private garden | window frames in double glass / pvc","available",89,1930,"excellent / refurbished",0,"independent",1650000,"yes","Centro_Storico",26.416
"1424",85,"1","yes","3","optic fiber | security door | balcony | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",3,1930,"good condition / liveable",1,"independent",425000,"no","Esterno",3.833
"1425",90,"2","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | shared garden | window frames in triple glass / wood | double exposure","available",171,1900,"new / under construction",1,"central",931000,"no","Centro_Storico",10.777
"1427",155,"2","yes","4","electric gate | optic fiber | video entryphone | external exposure | full day concierge | centralized tv system | cellar | window frames in glass / wood","available",181,1950,"to be refurbished",5,"central",790000,"no","Circonvalla",7.836
"1428",180,"2","yes","5","optic fiber | security door | closet | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",223,1940,"good condition / liveable",4,"central",890000,"no","Circonvalla",6.196
"1429",60,"1","yes","2","optic fiber | security door | internal exposure | balcony | full day concierge | furnished","unknown",71,1950,"good condition / liveable",2,"central",340000,"no","Circonvalla",5.218
"1430",116,"1","yes","3","video entryphone | full day concierge | single tv system | cellar","available",109,1933,"good condition / liveable",7,"central",590000,"no","Circonvalla",4.903
"1431",133,"2","no","3","electric gate | optic fiber | video entryphone | security door | terrace | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","unknown",216,1960,"excellent / refurbished",0,"independent",525000,"yes","Esterno",8.683
"1432",74,"1","yes","3","optic fiber | security door | balcony | centralized tv system | cellar | window frames in glass / wood | double exposure","available",89,1960,"good condition / liveable",3,"central",345000,"no","Esterno",5.547
"1433",80,"1","yes","2","internal exposure | balcony | full day concierge","unknown",332,1951,"to be refurbished",2,"central",350000,"no","Esterno",3.08
"1434",80,"2","yes","3","video entryphone | security door | balcony | centralized tv system | furnished | cellar | window frames in double glass / metal | double exposure","available",69,1975,"excellent / refurbished",5,"central",590000,"no","Circonvalla",7.166
"1435",110,"1","yes","3","electric gate | optic fiber | video entryphone | security door | full day concierge | centralized tv system | partially furnished | double exposure","available",89,2005,"good condition / liveable",0,"independent",540000,"yes","Centro_Storico",6.537
"1436",48,"1","yes","2","optic fiber | video entryphone | security door | internal exposure | closet | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc","available",54,1970,"new / under construction",6,"central",4e+05,"no","Circonvalla",9.915
"1437",40,"1","yes","1","kitchen | partially furnished | window frames in double glass / pvcexposure south","available",54,1960,"good condition / liveable",5,"central",239000,"no","Circonvalla",12.719
"1438",180,"2","yes","5","electric gate | video entryphone | security door | internal exposure | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood","not available yet",89,1996,"good condition / liveable",2,"central",1790000,"no","Circonvalla",12.752
"1439",130,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | full day concierge | single tv system | cellar | shared garden | window frames in double glass / metal | double exposure","unknown",198,1970,"excellent / refurbished",5,"central",709000,"no","Esterno",12.521
"1440",47,"1","yes","2","optic fiber | alarm system | security door | external exposure | balcony | centralized tv system | cellar | window frames in double glass / pvc","unknown",40,1960,"good condition / liveable",6,"central",245000,"no","Esterno",7.067
"1442",45,"1","no","2","optic fiber | video entryphone | security door | terrace | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in glass / wood | double exposure","not available yet",54,1900,"excellent / refurbished",3,"independent",235000,"no","Esterno",11.636
"1443",149,"2","yes","4","reception | alarm system | kitchen | balcony | shared garden | window frames in double glass / pvcexposure south, east","unknown",152,1970,"good condition / liveable",5,"central",725000,"yes","Circonvalla",19.343
"1444",118,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",332,2025,"new / under construction",2,"central",793000,"no","Esterno",8.705
"1445",200,"3","yes","5+","reception | kitchen | balcony | terrace","available",285,1929,"good condition / liveable",1,"central",1150000,"no","Circonvalla",10.612
"1446",45,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / metal","available",35,1900,"excellent / refurbished",5,"central",690000,"no","Centro_Storico",10.178
"1447",60,"1","no","1","electric gate | optic fiber | alarm system | security door | external exposure | half-day concierge | centralized tv system | shared garden | window frames in double glass / pvc","available",54,1950,"new / under construction",0,"central",228000,"no","Esterno",9.631
"1448",101,"2","yes","4","optic fiber | security door | internal exposure | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc","available",54,1960,"good condition / liveable",0.5,"central",675000,"no","Circonvalla",8.584
"1449",50,"1","yes","2","electric gate | optic fiber | security door | half-day concierge | centralized tv system | partially furnished | window frames in double glass / pvcdouble exposure","available",309,1965,"excellent / refurbished",2,"central",190000,"no","Esterno",7.352
